id_releve,horodatage,zone,temperature_interieure_c,temperature_exterieure_c,humidite_pct,occupation_personnes,type_jour,consommation_kwh
4195,2025-02-04 22:00:00,Accueil,21.04,1.32,46.9,5,ouvré,9.558
5960,2025-02-19 15:00:00,Accueil,21.29,8.48,43.7,9,ouvré,10.881
3732,2025-02-01 02:00:00,bureau sud,20.51,-1.78,45.1,0,weekend,13.058
3795,2025-02-01 14:00:00,Accueil,20.97,5.05,48.3,0,weekend,9.063
2945,2025-01-25 12:00:00,accueil ,22.58,3.23,,0,weekend,7.981
5359,2025-02-14 15:00:00,Salle_Serveur,20.22,5.55,41.8,0,ouvré,45.652
4486,2025-02-07 09:00:00,Bureau_Nord,20.85,2.63,53.6,8,ouvré,14.252
4907,2025-02-10 21:00:00,Bureau_Sud,21.92,4.87,48.0,14,ouvré,9.137
5515,2025-02-15 22:00:00,Accueil,19.83,3.21,49.6,0,weekend,8.18
694,2025-01-06 18:00:00,Salle Serveur,21.83,4.89,34.6,0,ouvré,47.54
7085,2025-03-01 00:00:00,Accueil,20.4,0.07,49.3,0,weekend,10.27
7905,2025-03-07 20:00:00,accueil ,19.83,6.46,50.6,3,ouvré,7.561
9383,2025-03-20 04:00:00,Atelier,20.97,0.98,42.4,6,ouvré,13.809
1126,2025-01-10 09:00:00,bureau_nord,20.76,2.32,50.7,12,ouvré,15.499
8124,2025-03-09 16:00:00,Salle Serveur,21.76,10.21,42.3,0,weekend,43.421
4242,2025-02-05 08:00:00,bureau sud,21.32,2.8,52.0,6,ouvré,13.761
201,2025-01-02 16:00:00,Bureau_Nord,23.27,5.47,52.5,7,ouvré,14.96
9116,2025-03-17 23:00:00,bureau_nord,20.96,3.74,51.1,17,ouvré,8.701
1426,2025-01-12 21:00:00,BUREAU NORD,21.49,2.69,41.3,0,weekend,7.675
2096,2025-01-18 11:00:00,BUREAU NORD,20.89,3.7,44.6,0,weekend,9.123
1823,2025-01-16 04:00:00,Atelier,21.76,-1.63,38.1,4,ouvré,16.823
2463,2025-01-21 12:00:00,Atelier,20.85,2.81,41.4,2,ouvré,34.398
4851,2025-02-10 10:00:00,BUREAU NORD,21.04,3.27,,10,ouvré,16.67
10580,2025-03-30 03:00:00,accueil ,20.53,3.61,39.8,0,weekend,7.188
8261,2025-03-10 20:00:00,BUREAU NORD,20.87,6.73,38.5,7,ouvré,9.954
6366,2025-02-23 01:00:00,Bureau_Nord,22.5,0.46,43.2,0,weekend,11.161
1120,2025-01-10 07:00:00,accueil ,20.14,-0.45,41.7,12,ouvré,11.12
3761,2025-02-01 08:00:00,BUREAU NORD,21.48,0.61,38.5,0,weekend,9.233
10779,2025-03-31 19:00:00,Salle Serveur,21.58,8.74,42.4,0,ouvré,44.349
8387,2025-03-11 21:00:00,bureau sud,22.3,6.42,45.4,12,ouvré,8.129
1319,2025-01-11 23:00:00,Salle_Serveur,,0.16,52.0,0,weekend,46.876
8097,2025-03-09 11:00:00,Bureau_Sud,20.41,8.24,33.5,,weekend,7.637
191,2025-01-02 14:00:00,BUREAU NORD,21.16,6.33,64.4,11,ouvré,17.38
1399,2025-01-12 15:00:00,Salle Serveur,21.98,4.93,49.9,0,weekend,45.256
2215,2025-01-19 10:00:00,Accueil,20.07,3.32,52.0,0,weekend,9.313
6639,2025-02-25 07:00:00,Salle_Serveur,22.36,-1.01,33.9,0,ouvré,48.528
5884,2025-02-19 00:00:00,Salle Serveur,21.08,1.71,34.6,0,ouvré,48.107
4863,2025-02-10 12:00:00,Atelier,21.39,6.76,49.3,14,ouvré,31.169
1352,2025-01-12 06:00:00,bureau sud,22.08,1.26,53.6,0,weekend,8.654
3527,2025-01-30 09:00:00,Bureau_Sud,20.22,2.9,42.9,7,ouvré,15.799
3955,2025-02-02 22:00:00,accueil ,21.7,0.68,,0,weekend,10.386
10664,2025-03-30 20:00:00,Salle_Serveur,21.1,9.68,38.9,,weekend,42.35
2928,2025-01-25 09:00:00,atelier,20.39,5.47,55.1,0,weekend,12.394
734,2025-01-07 02:00:00,Salle Serveur,21.42,-3.55,42.6,0,ouvré,48.56
5153,2025-02-12 22:00:00,atelier,21.21,2.77,,5,ouvré,11.897
10398,2025-03-28 15:00:00,atelier,20.04,11.44,43.7,,ouvré,28.612
2407,2025-01-21 01:00:00,Bureau_Sud,21.82,-1.33,41.3,12,ouvré,11.641
9674,2025-03-22 14:00:00,Salle_Serveur,20.21,11.23,,,weekend,42.586
216,2025-01-02 19:00:00,bureau_nord,21.86,2.16,37.9,13,ouvré,11.692
5017,2025-02-11 19:00:00,Bureau_Sud,21.26,5.13,46.4,8,ouvré,
1465,2025-01-13 04:00:00,accueil ,21.73,-5.14,46.9,8,ouvré,13.079
1094,2025-01-10 02:00:00,Salle_Serveur,19.91,-3.41,41.9,0,ouvré,50.345
2686,2025-01-23 09:00:00,bureau_nord,20.17,2.68,,13,ouvré,14.212
5716,2025-02-17 15:00:00,BUREAU NORD,21.14,8.23,45.5,11,ouvré,15.553
6184,2025-02-21 12:00:00,Salle_Serveur,21.45,6.83,48.1,0,ouvré,45.285
671,2025-01-06 14:00:00,BUREAU NORD,21.48,3.38,43.6,4,ouvré,18.692
372,2025-01-04 02:00:00,bureau sud,21.09,-2.51,36.0,0,weekend,11.424
142,2025-01-02 04:00:00,Bureau_Sud,19.59,-1.82,67.5,3,ouvré,11.881
2390,2025-01-20 21:00:00,accueil ,21.01,3.73,44.4,9,ouvré,8.456
2015,2025-01-17 18:00:00,Accueil,20.14,4.84,45.8,8,ouvré,10.904
1315,2025-01-11 22:00:00,Accueil,21.89,0.87,35.8,0,weekend,10.748
9421,2025-03-20 12:00:00,bureau_nord,21.55,9.31,54.7,5,ouvré,16.229
9368,2025-03-20 01:00:00,atelier,21.44,3.75,51.4,6,ouvré,13.045
7192,2025-03-01 22:00:00,bureau sud,20.46,2.79,43.0,0,weekend,10.205
10024,2025-03-25 12:00:00,Salle Serveur,19.47,8.84,49.1,0,ouvré,42.845
3510,2025-01-30 05:00:00,accueil ,19.76,-1.99,44.6,8,ouvré,10.814
3020,2025-01-26 03:00:00,Accueil,20.96,-0.6,50.2,0,weekend,10.313
2954,2025-01-25 14:00:00,Salle_Serveur,20.3,4.88,50.0,0,weekend,45.696
3788,2025-02-01 13:00:00,atelier,21.3,7.86,48.4,0,weekend,12.416
8420,2025-03-12 03:00:00,Accueil,21.33,1.82,53.1,14,ouvré,9.39
3825,2025-02-01 20:00:00,Accueil,20.9,4.08,40.7,0,weekend,9.724
6755,2025-02-26 06:00:00,Accueil,19.52,-0.55,48.7,14,ouvré,10.685
4638,2025-02-08 15:00:00,atelier,22.06,7.76,43.1,0,weekend,12.164
9047,2025-03-17 09:00:00,bureau sud,21.21,5.87,,8,ouvré,15.645
5744,2025-02-17 20:00:00,Salle_Serveur,21.07,5.82,44.1,0,ouvré,45.476
10136,2025-03-26 11:00:00,BUREAU NORD,22.53,8.99,40.1,8,ouvré,13.588
3096,2025-01-26 19:00:00,BUREAU NORD,21.49,3.66,53.6,0,weekend,7.944
7423,2025-03-03 20:00:00,Atelier,21.1,6.32,33.8,13,ouvré,15.179
9380,2025-03-20 03:00:00,Accueil,21.72,2.39,48.4,6,ouvré,8.546
7034,2025-02-28 14:00:00,Salle_Serveur,21.69,8.15,35.3,0,ouvré,45.505
9708,2025-03-22 21:00:00,atelier,20.54,8.45,47.6,0,weekend,10.766
2230,2025-01-19 13:00:00,accueil ,21.29,5.79,58.9,0,weekend,6.894
5492,2025-02-15 18:00:00,bureau sud,20.85,5.95,40.2,0,weekend,8.629
2219,2025-01-19 11:00:00,Salle_Serveur,19.94,5.58,41.8,0,weekend,45.943
3023,2025-01-26 04:00:00,Atelier,20.38,-1.33,43.3,0,weekend,16.763
7364,2025-03-03 08:00:00,Salle_Serveur,20.09,5.46,40.0,0,ouvré,
3168,2025-01-27 09:00:00,atelier,20.07,2.56,42.4,6,ouvré,24.054
2049,2025-01-18 01:00:00,Salle_Serveur,20.83,-0.22,46.9,0,weekend,46.923
4523,2025-02-07 16:00:00,atelier,20.07,5.92,48.9,6,ouvré,26.502
8192,2025-03-10 06:00:00,bureau sud,22.14,3.84,46.3,,ouvré,10.81
3562,2025-01-30 16:00:00,bureau sud,22.12,4.98,47.9,17,ouvré,17.25
2746,2025-01-23 21:00:00,BUREAU NORD,20.29,1.86,47.2,7,ouvré,10.308
3291,2025-01-28 10:00:00,bureau_nord,21.61,2.36,47.1,10,ouvré,15.806
8873,2025-03-15 22:00:00,Atelier,22.05,5.66,42.0,0,weekend,13.205
4960,2025-02-11 07:00:00,Accueil,22.22,-0.42,44.8,8,ouvré,11.322
8681,2025-03-14 08:00:00,bureau_nord,20.73,2.84,42.2,0,ouvré,13.369
8217,2025-03-10 11:00:00,bureau sud,21.83,7.05,53.2,5,ouvré,19.295
2547,2025-01-22 05:00:00,Bureau_Sud,20.99,-3.45,37.2,9,ouvré,14.1
10188,2025-03-26 21:00:00,atelier,22.13,6.52,48.8,13,ouvré,12.342
465,2025-01-04 20:00:00,accueil ,21.42,2.35,55.3,0,weekend,8.726
2436,2025-01-21 07:00:00,bureau_nord,21.04,2.29,43.6,9,ouvré,320.13
7525,2025-03-04 16:00:00,Accueil,19.98,9.6,41.6,3,ouvré,9.609
6759,2025-02-26 07:00:00,Salle Serveur,22.0,0.58,42.9,0,ouvré,45.507
5097,2025-02-12 11:00:00,Bureau_Sud,20.45,5.9,47.4,4,ouvré,17.081
9338,2025-03-19 19:00:00,Atelier,21.41,7.73,42.0,4,ouvré,15.368
7114,2025-03-01 06:00:00,Salle Serveur,19.59,1.61,38.1,0,weekend,46.934
6441,2025-02-23 16:00:00,bureau_nord,20.0,6.71,53.5,,weekend,7.876
4458,2025-02-07 03:00:00,atelier,20.32,-1.77,42.4,5,ouvré,16.377
792,2025-01-07 14:00:00,bureau sud,21.27,6.11,30.9,5,ouvré,18.424
2438,2025-01-21 07:00:00,atelier,21.89,2.29,46.2,7,ouvré,17.779
10577,2025-03-30 03:00:00,Bureau_Sud,20.95,3.61,47.4,0,weekend,9.309
3022,2025-01-26 04:00:00,bureau sud,22.26,-1.33,50.6,0,weekend,11.246
805,2025-01-07 16:00:00,accueil ,20.08,5.75,45.5,5,ouvré,12.321
8668,2025-03-14 05:00:00,Atelier,21.21,0.43,31.2,15,ouvré,
8687,2025-03-14 09:00:00,bureau sud,21.4,7.6,46.8,5,ouvré,13.83
1855,2025-01-16 10:00:00,Accueil,20.46,4.0,52.5,6,ouvré,12.835
4969,2025-02-11 09:00:00,Salle Serveur,21.51,2.34,45.6,0,ouvré,46.75
884,2025-01-08 08:00:00,Salle Serveur,20.67,-0.05,36.3,0,ouvré,47.03
9487,2025-03-21 01:00:00,Bureau_Sud,21.73,2.39,51.0,6,ouvré,10.629
9867,2025-03-24 05:00:00,bureau sud,20.2,3.08,54.8,7,ouvré,
5296,2025-02-14 03:00:00,BUREAU NORD,21.02,-2.54,47.3,10,ouvré,11.416
748,2025-01-07 05:00:00,Atelier,21.49,0.02,39.2,0,ouvré,15.496
9232,2025-03-18 22:00:00,Bureau_Sud,20.9,7.39,54.4,15,ouvré,7.275
7489,2025-03-04 09:00:00,Salle Serveur,20.17,3.83,39.7,0,ouvré,45.55
7781,2025-03-06 20:00:00,Bureau_Nord,,4.41,50.5,3,ouvré,8.301
4715,2025-02-09 06:00:00,Accueil,21.0,-0.0,51.0,0,weekend,
12,2025-01-01 02:00:00,Bureau_Sud,20.12,-2.2,40.6,7,férié,11.303
8429,2025-03-12 05:00:00,Salle Serveur,19.96,2.21,47.8,0,ouvré,48.801
9580,2025-03-21 19:00:00,Accueil,21.96,9.08,,9,ouvré,6.205
7390,2025-03-03 13:00:00,Accueil,21.39,6.84,36.4,0,ouvré,13.955
7430,2025-03-03 21:00:00,Accueil,22.1,5.65,46.5,10,ouvré,7.666
10291,2025-03-27 18:00:00,Bureau_Nord,20.32,10.27,42.3,5,ouvré,11.452
2514,2025-01-21 22:00:00,Salle Serveur,21.36,1.45,,0,ouvré,47.638
3990,2025-02-03 05:00:00,Accueil,21.61,-0.49,36.0,6,ouvré,11.99
9093,2025-03-17 18:00:00,atelier,19.96,9.84,40.5,5,ouvré,17.42
2402,2025-01-21 00:00:00,bureau sud,20.87,-0.74,,13,ouvré,
10364,2025-03-28 08:00:00,Salle Serveur,21.08,6.06,50.2,0,ouvré,46.034
3171,2025-01-27 10:00:00,bureau_nord,20.15,2.42,53.0,7,ouvré,15.817
9815,2025-03-23 18:00:00,Accueil,21.16,8.05,44.9,0,weekend,6.059
7571,2025-03-05 02:00:00,Bureau_Nord,21.34,2.0,37.9,6,ouvré,10.633
6251,2025-02-22 02:00:00,BUREAU NORD,19.52,-0.38,48.3,0,weekend,9.944
3754,2025-02-01 06:00:00,Salle_Serveur,20.7,-1.55,42.1,0,weekend,48.255
2462,2025-01-21 12:00:00,Bureau_Sud,21.29,2.81,46.8,17,ouvré,19.557
10541,2025-03-29 20:00:00,Bureau_Nord,20.38,7.77,55.6,,weekend,8.733
7247,2025-03-02 09:00:00,bureau sud,20.63,2.86,47.3,0,weekend,10.15
4387,2025-02-06 13:00:00,bureau sud,21.29,6.0,48.4,14,ouvré,18.867
5580,2025-02-16 11:00:00,Accueil,21.53,7.16,47.5,0,weekend,6.368
8304,2025-03-11 04:00:00,Salle Serveur,21.84,-0.08,53.9,0,ouvré,48.004
10792,2025-03-31 22:00:00,Bureau_Sud,20.78,8.14,41.5,8,ouvré,8.932
8655,2025-03-14 02:00:00,accueil ,20.27,-1.86,48.0,,ouvré,10.345
6067,2025-02-20 13:00:00,Bureau_Sud,20.77,6.18,34.9,5,ouvré,18.955
3507,2025-01-30 05:00:00,bureau sud,21.8,-1.99,45.4,13,ouvré,12.419
2153,2025-01-18 22:00:00,Atelier,21.25,-1.57,45.2,0,weekend,17.002
6080,2025-02-20 15:00:00,accueil ,19.36,6.72,41.8,5,ouvré,11.436
9395,2025-03-20 06:00:00,accueil ,20.01,4.61,40.6,,ouvré,9.241
2632,2025-01-22 22:00:00,bureau sud,21.07,1.2,,14,ouvré,11.155
7046,2025-02-28 17:00:00,bureau_nord,21.27,8.73,41.9,6,ouvré,10.692
1962,2025-01-17 08:00:00,bureau sud,20.99,1.42,39.6,9,ouvré,15.385
7869,2025-03-07 13:00:00,Salle Serveur,21.66,8.51,44.2,0,ouvré,45.369
8611,2025-03-13 18:00:00,bureau_nord,21.05,4.75,53.7,11,ouvré,12.71
1934,2025-01-17 02:00:00,Salle Serveur,20.52,-1.1,37.3,0,ouvré,48.197
2091,2025-01-18 10:00:00,BUREAU NORD,21.57,1.72,56.2,0,weekend,11.246
10154,2025-03-26 14:00:00,Salle Serveur,21.46,10.79,47.9,0,ouvré,42.59
3010,2025-01-26 01:00:00,Accueil,21.84,-2.44,44.5,0,weekend,12.331
5767,2025-02-18 01:00:00,bureau sud,22.11,-1.37,46.3,3,ouvré,11.617
10674,2025-03-30 22:00:00,Salle Serveur,22.5,7.28,49.5,0,weekend,46.346
7580,2025-03-05 03:00:00,Accueil,21.35,1.81,37.3,4,ouvré,9.578
8408,2025-03-12 01:00:00,Atelier,20.93,2.07,47.6,6,ouvré,13.191
9937,2025-03-24 19:00:00,bureau sud,20.2,7.56,43.6,5,ouvré,10.688
3890,2025-02-02 09:00:00,accueil ,20.6,1.25,51.5,0,weekend,8.721
5404,2025-02-15 00:00:00,Salle_Serveur,20.99,0.12,50.9,0,weekend,48.432
8416,2025-03-12 03:00:00,BUREAU NORD,21.62,1.82,47.0,4,ouvré,9.478
1931,2025-01-17 02:00:00,Bureau_Nord,21.49,-1.1,50.3,8,ouvré,9.521
5655,2025-02-17 02:00:00,Accueil,20.83,0.02,35.7,3,ouvré,9.938
9756,2025-03-23 07:00:00,bureau_nord,-999,5.53,42.7,0,weekend,7.683
2136,2025-01-18 19:00:00,BUREAU NORD,20.93,4.35,56.7,0,weekend,8.512
5175,2025-02-13 02:00:00,Accueil,21.31,-1.82,40.5,12,ouvré,9.802
305,2025-01-03 12:00:00,accueil ,22.21,4.62,36.4,22,ouvré,13.566
9499,2025-03-21 03:00:00,Salle Serveur,20.18,1.65,52.6,0,ouvré,47.5
364,2025-01-04 00:00:00,Salle Serveur,21.09,-0.29,44.7,,weekend,47.502
3692,2025-01-31 18:00:00,Bureau_Sud,20.6,4.73,48.8,5,ouvré,13.739
1937,2025-01-17 03:00:00,Bureau_Sud,21.01,-1.98,46.2,14,ouvré,12.206
5336,2025-02-14 11:00:00,bureau_nord,,4.2,41.4,6,ouvré,16.117
3422,2025-01-29 12:00:00,Bureau_Sud,22.45,6.88,52.5,7,ouvré,19.961
8296,2025-03-11 03:00:00,BUREAU NORD,22.11,0.81,37.4,9,ouvré,10.504
3409,2025-01-29 09:00:00,Salle_Serveur,22.07,1.1,46.7,0,ouvré,46.978
2851,2025-01-24 18:00:00,bureau_nord,21.78,5.64,47.0,7,ouvré,10.894
3166,2025-01-27 09:00:00,Bureau_Nord,19.64,2.56,43.5,13,ouvré,16.799
2486,2025-01-21 17:00:00,bureau_nord,21.51,4.38,36.2,13,ouvré,14.039
801,2025-01-07 16:00:00,bureau_nord,21.74,5.75,42.7,4,ouvré,13.734
2393,2025-01-20 22:00:00,Atelier,20.85,-0.32,46.4,4,ouvré,14.279
5379,2025-02-14 19:00:00,Salle Serveur,20.47,4.6,37.0,0,ouvré,46.396
6012,2025-02-20 02:00:00,bureau sud,20.46,1.42,40.2,13,ouvré,10.175
4056,2025-02-03 19:00:00,BUREAU NORD,21.52,3.33,39.8,9,ouvré,10.845
4386,2025-02-06 13:00:00,bureau_nord,20.71,6.0,42.4,11,ouvré,18.326
9572,2025-03-21 18:00:00,Bureau_Sud,22.02,6.73,48.9,2,ouvré,12.198
4118,2025-02-04 07:00:00,atelier,21.34,0.67,46.1,6,ouvré,19.086
8293,2025-03-11 02:00:00,Atelier,20.63,-1.08,39.1,9,ouvré,13.863
5438,2025-02-15 07:00:00,atelier,20.4,0.36,35.0,0,weekend,14.607
3999,2025-02-03 07:00:00,Salle_Serveur,20.66,1.94,43.7,0,ouvré,46.916
423,2025-01-04 12:00:00,Atelier,20.77,5.9,53.4,0,weekend,11.994
9638,2025-03-22 07:00:00,Atelier,20.66,2.57,47.0,0,weekend,13.067
9485,2025-03-21 00:00:00,accueil ,21.7,5.83,40.7,13,ouvré,7.655
4815,2025-02-10 02:00:00,Accueil,19.99,-1.56,41.6,12,ouvré,10.245
1115,2025-01-10 06:00:00,accueil ,20.54,0.67,31.2,,ouvré,9.936
736,2025-01-07 03:00:00,BUREAU NORD,21.8,-1.38,48.7,3,ouvré,13.64
890,2025-01-08 09:00:00,accueil ,22.55,2.79,53.0,6,ouvré,11.953
64,2025-01-01 12:00:00,Salle_Serveur,20.88,5.72,46.2,0,férié,44.819
196,2025-01-02 15:00:00,Bureau_Nord,18.88,5.77,40.4,5,ouvré,16.838
4721,2025-02-09 08:00:00,bureau_nord,,0.23,,0,weekend,8.972
9404,2025-03-20 08:00:00,Salle_Serveur,21.54,4.93,39.1,0,ouvré,45.285
7770,2025-03-06 17:00:00,Accueil,20.64,8.0,51.1,12,ouvré,8.902
8834,2025-03-15 14:00:00,Salle_Serveur,20.47,9.45,40.2,0,weekend,44.049
766,2025-01-07 09:00:00,BUREAU NORD,21.34,0.41,29.7,7,ouvré,16.045
4055,2025-02-03 18:00:00,accueil ,19.07,4.08,44.6,9,ouvré,11.968
5997,2025-02-19 23:00:00,Bureau_Sud,20.39,0.49,44.8,12,ouvré,9.65
2894,2025-01-25 02:00:00,Salle Serveur,21.14,1.12,36.2,0,weekend,46.411
4661,2025-02-08 20:00:00,BUREAU NORD,22.23,4.72,42.3,0,weekend,8.785
8283,2025-03-11 00:00:00,Atelier,20.0,1.59,43.4,3,ouvré,12.029
2484,2025-01-21 16:00:00,Salle_Serveur,21.68,6.4,47.8,0,ouvré,45.9
6636,2025-02-25 07:00:00,bureau_nord,21.17,-1.01,55.0,7,ouvré,13.233
6245,2025-02-22 00:00:00,accueil ,22.13,1.81,55.7,0,,9.098
1624,2025-01-14 12:00:00,Salle Serveur,21.48,3.56,38.9,0,ouvré,46.606
7477,2025-03-04 07:00:00,Bureau_Sud,21.89,1.73,38.4,4,ouvré,12.617
10603,2025-03-30 08:00:00,Atelier,19.81,7.9,48.3,0,weekend,11.307
8534,2025-03-13 02:00:00,Salle_Serveur,21.01,0.99,55.1,0,ouvré,45.62
3650,2025-01-31 09:00:00,accueil ,19.99,3.66,46.8,6,ouvré,11.582
686,2025-01-06 17:00:00,BUREAU NORD,20.95,3.84,51.2,7,ouvré,14.116
162,2025-01-02 08:00:00,Bureau_Sud,21.01,-0.17,50.3,7,ouvré,16.662
3599,2025-01-30 23:00:00,Salle_Serveur,20.02,2.82,45.2,0,ouvré,47.258
4069,2025-02-03 21:00:00,Salle_Serveur,21.81,2.46,44.7,0,ouvré,46.864
3404,2025-01-29 08:00:00,Salle_Serveur,20.69,0.9,49.9,0,ouvré,48.056
7813,2025-03-07 02:00:00,atelier,21.59,2.12,43.5,12,ouvré,12.701
3372,2025-01-29 02:00:00,Bureau_Sud,19.56,-1.81,,9,ouvré,13.106
9367,2025-03-20 01:00:00,Bureau_Sud,22.01,3.75,,7,ouvré,8.444
4239,2025-02-05 07:00:00,Salle_Serveur,21.14,1.84,55.4,,ouvré,46.238
5312,2025-02-14 06:00:00,Bureau_Sud,21.35,-0.54,56.4,9,ouvré,12.893
2550,2025-01-22 05:00:00,accueil ,19.79,-3.45,44.5,10,ouvré,11.972
5323,2025-02-14 08:00:00,atelier,20.91,2.04,53.1,0,ouvré,20.793
4487,2025-02-07 09:00:00,Bureau_Sud,21.73,2.63,43.9,0,ouvré,15.305
6316,2025-02-22 15:00:00,BUREAU NORD,21.36,6.38,36.1,0,weekend,7.946
4278,2025-02-05 15:00:00,atelier,19.44,5.98,47.1,13,ouvré,30.26
3236,2025-01-27 23:00:00,BUREAU NORD,21.4,0.4,50.9,8,ouvré,11.475
4357,2025-02-06 07:00:00,Bureau_Sud,22.12,-0.46,40.6,8,ouvré,14.211
5518,2025-02-15 23:00:00,atelier,21.78,0.98,35.8,,weekend,16.371
6619,2025-02-25 03:00:00,Salle Serveur,19.73,-0.44,32.2,0,ouvré,47.185
7379,2025-03-03 11:00:00,Salle Serveur,20.21,8.1,39.4,0,ouvré,43.797
7516,2025-03-04 15:00:00,bureau_nord,20.71,9.7,35.9,0,ouvré,14.722
4188,2025-02-04 21:00:00,Atelier,21.48,2.58,40.7,6,ouvré,15.101
577,2025-01-05 19:00:00,Bureau_Sud,21.62,4.05,54.8,0,weekend,11.996
10332,2025-03-28 02:00:00,Bureau_Sud,20.96,2.48,49.0,6,ouvré,10.75
3985,2025-02-03 04:00:00,Accueil,22.4,-0.1,,3,ouvré,10.825
10483,2025-03-29 08:00:00,atelier,21.05,4.75,43.1,0,weekend,12.137
6177,2025-02-21 11:00:00,Bureau_Sud,20.64,4.38,39.9,2,ouvré,18.392
9850,2025-03-24 01:00:00,accueil ,18.68,3.75,42.8,8,ouvré,8.085
841,2025-01-08 00:00:00,BUREAU NORD,19.09,-0.17,,10,ouvré,10.954
6876,2025-02-27 07:00:00,bureau_nord,20.62,1.48,48.7,4,ouvré,12.816
7533,2025-03-04 18:00:00,atelier,21.12,7.33,51.8,3,ouvré,18.202
8822,2025-03-15 12:00:00,Bureau_Sud,21.31,8.82,53.2,0,weekend,7.774
8717,2025-03-14 15:00:00,bureau sud,21.68,12.02,41.8,5,ouvré,15.501
5762,2025-02-18 00:00:00,Bureau_Sud,20.97,1.22,45.5,0,ouvré,
290,2025-01-03 09:00:00,accueil ,22.56,0.9,48.2,,ouvré,15.306
8837,2025-03-15 15:00:00,bureau sud,21.71,8.22,44.6,0,weekend,7.776
10734,2025-03-31 10:00:00,Salle_Serveur,21.35,10.03,43.4,0,ouvré,42.859
2541,2025-01-22 04:00:00,BUREAU NORD,20.71,-1.5,37.6,0,ouvré,10.308
333,2025-01-03 18:00:00,atelier,23.08,6.84,39.1,5,ouvré,18.143
1216,2025-01-11 03:00:00,BUREAU NORD,21.39,0.19,47.6,0,weekend,10.354
5285,2025-02-14 00:00:00,Accueil,22.35,-0.07,40.2,13,ouvré,9.088
8787,2025-03-15 05:00:00,bureau sud,22.8,3.36,49.4,0,,10.456
8563,2025-03-13 08:00:00,Atelier,21.42,5.22,44.4,,ouvré,20.024
1138,2025-01-10 11:00:00,Atelier,21.88,2.83,51.3,4,ouvré,31.407
10153,2025-03-26 14:00:00,Atelier,21.66,10.79,40.3,13,ouvré,30.225
1930,2025-01-17 01:00:00,accueil ,20.81,-0.94,46.8,5,ouvré,9.424
9264,2025-03-19 04:00:00,Salle_Serveur,21.01,1.91,41.8,0,ouvré,46.787
9040,2025-03-17 07:00:00,Accueil,21.25,3.46,47.1,4,ouvré,750.689
8157,2025-03-09 23:00:00,bureau sud,19.05,6.84,46.2,0,weekend,9.559
1520,2025-01-13 15:00:00,accueil ,18.62,4.59,53.0,7,ouvré,14.465
10270,2025-03-27 13:00:00,Accueil,20.16,9.86,39.7,13,ouvré,13.235
9852,2025-03-24 02:00:00,Bureau_Sud,22.19,4.93,51.1,5,ouvré,8.012
9886,2025-03-24 09:00:00,Bureau_Nord,22.29,7.6,44.1,2,ouvré,12.339
3011,2025-01-26 02:00:00,Bureau_Nord,21.25,-0.38,46.7,0,weekend,10.851
81,2025-01-01 16:00:00,BUREAU NORD,21.2,6.32,53.2,7,férié,14.562
9509,2025-03-21 05:00:00,Salle Serveur,20.54,4.83,44.2,,ouvré,46.0
9315,2025-03-19 14:00:00,Accueil,20.52,9.15,38.4,11,ouvré,10.98
3771,2025-02-01 10:00:00,Bureau_Nord,-999,1.79,46.8,0,weekend,11.587
9875,2025-03-24 06:00:00,accueil ,21.9,2.81,42.9,4,ouvré,9.979
6659,2025-02-25 11:00:00,Salle Serveur,21.18,6.01,49.2,0,ouvré,47.095
9427,2025-03-20 13:00:00,Bureau_Sud,21.36,8.18,43.7,3,ouvré,18.514
10682,2025-03-31 00:00:00,bureau sud,21.54,3.55,46.8,9,ouvré,683.818
9827,2025-03-23 21:00:00,bureau sud,20.2,5.9,50.4,0,weekend,7.972
2991,2025-01-25 22:00:00,Bureau_Nord,20.55,0.69,46.9,0,weekend,10.199
3666,2025-01-31 13:00:00,BUREAU NORD,-999,6.39,34.7,6,ouvré,17.381
6355,2025-02-22 22:00:00,Accueil,20.97,3.49,46.6,0,weekend,7.847
1048,2025-01-09 17:00:00,Atelier,21.17,6.21,36.1,7,ouvré,23.533
4806,2025-02-10 01:00:00,bureau_nord,21.35,-0.91,,6,ouvré,12.746
7537,2025-03-04 19:00:00,bureau sud,21.53,7.01,,,,12.463
8779,2025-03-15 03:00:00,Salle Serveur,20.18,1.55,54.2,0,weekend,47.121
1982,2025-01-17 12:00:00,bureau sud,21.96,3.2,,0,ouvré,
3860,2025-02-02 03:00:00,Accueil,20.96,-1.87,38.1,0,weekend,11.754
3489,2025-01-30 01:00:00,Salle Serveur,20.64,-3.74,46.8,0,ouvré,50.021
5803,2025-02-18 08:00:00,Atelier,22.17,3.37,48.1,0,ouvré,21.042
10602,2025-03-30 08:00:00,bureau sud,21.49,7.9,42.3,0,weekend,8.378
10363,2025-03-28 08:00:00,Atelier,20.59,6.06,42.6,8,ouvré,19.798
10679,2025-03-30 23:00:00,Salle Serveur,19.46,4.89,39.2,0,weekend,47.627
4855,2025-02-10 10:00:00,accueil ,20.07,3.27,36.7,17,ouvré,12.91
761,2025-01-07 08:00:00,BUREAU NORD,21.68,0.21,38.3,3,ouvré,13.482
9466,2025-03-20 21:00:00,bureau_nord,21.57,5.72,51.7,12,ouvré,10.596
